52351	11	1	1530690646966
17	6	1	1530690652996
43249	4	1	1530690663167
17	17	1	1530690670829
30	19	1	1530690680048
423429	17	1	1530690687349
30	12	1	1530690691618
3214	6	1	1530690696317
423265	4	0	1530690708706
52351	4	1	1530691247114
423216	3	0	1530691257280
423424312	9	1	1530691264577
43249	6	1	1530691275904
764658	7	1	1530691280867
161485	12	1	1530691287180
13	62	1	1530691293759
4	6	1	1530691300442
17	3	1	1530691306922
4232134	1	1	1530691560140
3214	4	1	1530691565364
0	12	1	1530691726337
161485	6	1	1530691732584
50	10	0	1530691767829
764658	15	1	1530691771535
541385	3	1	1530691780370
5	32	1	1530691786993
30	16	1	1530691790449
3214	4	1	1530691797552
541385	12	1	1530691987678
30	19	1	1530691989782
117336	3	0	1530691995716
423429	5	1	1530692008844
40	11	1	1530692024578
4132	13	1	1530692037139
3214	2	1	1530692047003
4232134	3	1	1530692055011
3214	3	1	1530692130998
3214	4	1	1530692142813
541385	7	1	1530692153357
13	47	1	1530692162322
31	24	1	1530692166019
1	7	1	1530692176673
4	25	0	1530692435618
1	10	0	1530692448564
536851	8	0	1530692463310
17	5	1	1530692471078
40	11	1	1530692526050
6721	5	1	1530692529287
3214	2	1	1530692533962
52351	7	1	1530692540308
161485	25	1	1530692549485
5	23	1	1530692558041
423429	4	1	1530692564917
6721	9	1	1530692633569
161485	30	0	1530692655370
6721	3	1	1530692660601
423265	11	1	1530692676660
43249	20	1	1530692682986
3	30	1	1530692711387
536851	8	1	1530692717088
423265	16	1	1530692721365
4	16	1	1530692728946
764658	8	1	1530693212792
4	1	1	1530693219262
161485	32	0	1530693265640
423265	29	1	1530693317021
764658	1	1	1530693331914
423424312	5	1	1530693339336
30	12	1	1530693347340
423265	15	1	1530693351319
4	21	1	1530693357879
423424312	9	1	1530693361507
17	1	1	1530693369359
40	1	1	1530693378606
4132	18	1	1530693385589
5	3	1	1530693388052
40	7	1	1530693393439
536851	1	1	1530693396979
0	3	1	1530693400257
5	27	1	1530693404651
423429	9	1	1530693410898
536851	5	1	1530693416534
423265	8	0	1530693428802
423216	9	0	1530693440207
40	18	1	1530694351010
50	5	1	1530694360144
4132	3	1	1530694365268
50	16	1	1530694416384
423429	16	1	1530694423616
1	11	1	1530694430419
30	12	1	1530694441533
423265	29	1	1530694449851
1	12	1	1530694462556
4	23	1	1530694468894
52351	2	1	1530916379317
764658	4	1	1530916400761
17	13	1	1530916412860
116354	10	0	1530916446722
6721	4	1	1530916450193
645385	10	1	1530916454457
31	37	0	1530916461918
13	11	1	1530916467075
3214	9	0	1530916474529
161485	14	1	1530916480821
0	11	1	1530916751350
3214	9	1	1530916759271
423429	9	1	1530916769131
4132	10	1	1530916773591
30	2	1	1530916777249
31	17	1	1530916780031
50	13	0	1530916795688
43249	2	1	1530916803516
764658	10	1	1530916809018
116354	1	1	1530916817644
4	12	1	1530919933174
423216	10	0	1530919949966
50	2	1	1530919960876
52351	3	1	1530919971206
541385	12	1	1530919982919
